Player,Full name,Wyscout id,Team,Team within selected timeframe,Team logo,Competition,Position,Primary position,"Primary position, %",Secondary position,"Secondary position, %",Third position,"Third position, %",Age,Birthday,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %","Accurate vertical passes, %",Vertical passes per 90,Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",Temporada
L. Fernández,Leonardo Cecilio Fernández López,397873,Peñarol,Peñarol,https://cdn5.wyscout.com/photos/team/public/579_120x120.png,Primera División,"CF, AMF, RW",CF,40,AMF,23,RW,10,26.0,1998-11-08,7500000,2026-12-31,33,2971,16,8.92,12,12.45,19.99,42.12,Uruguay,['Uruguay'],left,166,62,True,3.51,3.45,56.14,0.7000000000000001,17.39,0.42,0.74,0.06,1.15,2.0,0.67,12,0.36,0,0.0,4.97,0.48,11,0.33,0.27,0,0.0,106,3.21,43.4,15.094,0.36,2.03,35.82,0.94,41.94,1.03,29.41,0.15,4.82,52.83,13.27,40.41,1.42,2.51,0.7000000000000001,38.41,2.0,2.48,50.04,79.6,20.51,71.94,6.21,92.68,39.65,84.26,8.48,67.86,20.45,37.83,0.38,2.33,0.09,0.06,0.73,41.67,0.88,11.72,71.83,4.7,54.19,1.54,45.1,1.94,0.8200000000000001,11.69,91.19,82.93,16.33,0,,0,,0,0.0,0.0,0.0,,,0.15,,0.7000000000000001,3.12,1.36,51.11,4.7,5,100.0,2024
J. Alberti,José Alberti Loyarte,434704,Wanderers,Wanderers,https://cdn5.wyscout.com/photos/team/public/662_120x120.png,Primera División,"LCMF, RCMF, LDMF",LCMF,33,RCMF,18,LDMF,15,27.0,1997-03-29,500000,2024-12-31,33,2965,2,1.04,0,1.42,17.3,50.18,Uruguay,['Uruguay'],right,172,71,True,8.26,6.98,59.57,3.58,45.76,0.21,0.28,0.21,3.89,5.16,1.31,8,0.24,0,0.0,0.97,0.06,2,0.06,0.03,0,0.0,36,1.09,22.22,5.556,0.0,0.7000000000000001,34.78,0.24,50.0,0.46,26.67,0.0,1.0,48.48,3.61,34.45,0.12,0.55,0.06,23.71,0.8200000000000001,0.52,40.61,77.73,17.21,65.78,4.34,93.01,31.78,84.43,8.13,55.22,21.17,37.28,0.04,0.64,0.09,0.03,0.06,0.0,0.03,10.78,67.61,1.55,45.1,0.73,29.17,0.49,0.27,9.14,76.74,87.76,14.63,0,,0,,0,0.0,0.0,0.0,,,0.18,,3.58,0.18,0.0,0.0,0.49,0,0.0,2024
A. Cayetano,Agustín Cayetano Arbelo,-76631,Liverpool,Liverpool,https://cdn5.wyscout.com/photos/team/public/977_120x120.png,Primera División,LB,LB,74,,0,,0,25.0,1999-08-09,600000,2026-12-31,35,2951,0,1.44,3,2.84,17.2,56.56,Uruguay,['Uruguay'],left,179,70,False,10.61,8.11,65.79,3.66,54.17,0.3,0.48,0.21,4.97,7.86,1.07,2,0.06,0,0.0,1.98,0.0,0,0.0,0.04,0,0.0,12,0.37,33.33,0.0,0.09,3.5700000000000003,34.19,3.54,34.48,0.03,0.0,0.4,0.98,59.38,3.02,44.44,0.49,1.28,0.24,24.98,1.86,0.61,38.89,76.71,14.97,70.26,4.64,90.79,29.71,87.06,5.79,48.42,21.89,36.61,0.09,0.64,0.03,0.0,0.15,40.0,0.3,7.11,66.09,3.72,40.98,0.46,40.0,0.37,1.31,9.03,76.69,79.83,14.36,0,,0,,0,0.0,0.0,0.0,,,0.85,,3.66,0.12,0.0,0.0,0.34,0,0.0,2024
G. Reyes,Guillermo Martín Reyes Maneiro,57163,Deportivo Maldonado,Deportivo Maldonado,https://cdn5.wyscout.com/photos/team/public/1745_120x120.png,Primera División,GK,GK,100,,0,,0,38.0,1986-07-10,25000,2024-12-31,30,2943,0,0.0,0,0.02,0.46,80.0,Uruguay,['Uruguay'],left,186,82,False,1.35,0.06,0.0,0.28,88.89,0.0,0.0,0.0,1.35,1.81,0.03,4,0.12,1,0.03,0.09,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,100.0,0.12,100.0,0.0,0.0,0.0,9.02,0.28,0.12,16.48,87.76,8.59,78.65,0.0,0.0,10.12,98.19,6.36,71.15,32.36,47.51,0.0,0.03,0.0,0.0,0.0,0.0,0.0,2.08,70.59,0.06,0.0,0.03,0.0,0.03,0.0,5.05,83.03,97.92,7.34,41,1.25,136,4.16,5,69.85,35.5,1.09,-5.5,-0.168,0.0,1.53,0.28,,,,0.0,0,0.0,2024
L. Lozano,Leandro Nicolás Lozano Fernández,-49503,Nacional,Nacional,https://cdn5.wyscout.com/photos/team/public/554_120x120.png,Primera División,RB,RB,96,,0,,0,25.0,1998-12-19,2000000,2026-12-31,32,2939,0,0.95,5,5.99,15.8,54.46,Uruguay,['Uruguay'],right,170,60,False,8.85,6.43,69.52,2.63,50.0,0.31,0.5,0.12,4.07,6.58,0.61,3,0.09,0,0.0,2.85,0.0,0,0.0,0.03,0,0.0,22,0.67,22.73,0.0,0.15,4.26,43.88,0.0,0.0,4.23,43.48,0.37,1.56,49.02,4.04,44.7,1.53,1.04,0.15,31.79,3.03,1.22,45.11,79.9,16.57,74.68,6.61,93.98,35.68,87.73,5.21,55.29,19.3,34.88,0.18,1.53,0.12,0.03,0.06,100.0,0.64,6.31,74.27,4.07,57.14,0.21,42.86,0.98,1.75,10.47,80.12,83.11,13.96,0,,0,,0,0.0,0.0,0.0,,,0.46,,2.63,0.0,0.0,0.0,0.0,0,0.0,2024
B. Damiani,Bruno Damiani Píriz,-403894,Boston River,Boston River,https://cdn5.wyscout.com/photos/team/public/1750_120x120.png,Primera División,CF,CF,100,,0,,0,22.0,2002-04-18,0,,33,2931,12,13.6,3,1.85,28.86,35.53,Uruguay,['Uruguay'],left,189,80,True,4.94,4.33,49.65,7.28,44.73,0.46,0.6900000000000001,0.03,2.33,3.51,2.3,7,0.21,1,0.03,1.84,0.37,7,0.21,0.42,0,0.0,68,2.09,50.0,17.647,0.09,0.28,11.11,0.21,0.0,0.03,0.0,0.0,1.38,46.67,11.33,25.2,3.01,0.43,0.03,9.15,2.49,1.6,15.84,72.67,4.08,53.38,3.62,91.53,14.65,75.47,0.92,46.67,15.29,16.85,0.06,0.64,0.06,0.0,0.25,50.0,0.31,2.09,57.35,0.89,62.07,0.46,46.67,0.98,0.0,1.78,58.62,74.29,4.3,0,,0,,0,0.0,0.0,0.0,,,0.0,,7.28,0.0,0.0,0.0,0.0,5,100.0,2024
G. Rodríguez,Guzmán Rodríguez Ferrari,-146472,Peñarol,Peñarol,https://cdn5.wyscout.com/photos/team/public/579_120x120.png,Primera División,LCB,LCB,92,,0,,0,24.0,2000-02-08,1500000,2026-07-31,31,2923,1,2.64,0,0.14,16.29,62.0,Uruguay,"['Uruguay', 'Italy']",right,185,80,False,8.44,5.08,77.58,5.45,63.28,0.12,0.22,0.46,4.37,7.65,0.8300000000000001,11,0.34,0,0.0,0.4,0.03,1,0.03,0.08,1,0.03,10,0.31,30.0,10.0,0.0,0.03,100.0,0.03,100.0,0.0,0.0,0.0,0.46,60.0,2.22,36.11,0.49,0.68,0.0,28.11,0.37,0.65,43.97,85.29,19.15,74.6,1.85,93.33,37.75,91.68,6.19,46.27,21.31,38.16,0.0,0.06,0.0,0.03,0.0,0.0,0.03,4.31,61.43,0.31,30.0,0.22,28.57,0.12,0.03,7.51,61.89,95.12,19.55,0,,0,,0,0.0,0.0,0.0,,,1.23,,5.45,0.06,0.0,0.0,0.0,0,0.0,2024
G. Báez,Gabriel Alejandro Báez Corradi,406831,Nacional,Nacional,https://cdn5.wyscout.com/photos/team/public/554_120x120.png,Primera División,LB,LB,94,,0,,0,29.0,1995-07-21,1300000,2025-12-31,30,2913,2,1.57,1,3.13,12.17,55.33,Argentina,"['Argentina', 'Paraguay']",left,178,74,False,8.19,5.19,71.43,1.92,56.45,0.37,0.6000000000000001,0.09,4.11,6.6,0.43,5,0.15,0,0.0,2.6,0.06,2,0.06,0.05,1,0.03,24,0.74,20.83,8.333,0.03,3.71,46.67,3.65,46.61,0.0,0.0,0.22,1.14,62.16,2.97,39.58,1.2,0.96,0.22,26.88,2.72,0.25,41.37,77.97,15.17,68.43,5.75,94.62,30.99,86.24,6.83,56.11,20.66,37.17,0.1,1.17,0.0,0.06,0.0,0.0,0.31,6.36,66.02,4.2,51.47,0.46,40.0,0.8,1.58,10.54,73.02,81.9,14.34,0,,0,,0,0.0,0.0,0.0,,,0.46,,1.92,0.03,0.0,0.0,0.53,0,0.0,2024
E. Castillo,Enzo Castillo Sosa,-100201,Liverpool,Liverpool,https://cdn5.wyscout.com/photos/team/public/977_120x120.png,Primera División,"LB, RCB",LB,70,RCB,13,,0,23.0,2000-12-23,550000,2025-12-31,31,2884,1,1.42,3,1.96,20.38,59.42,Uruguay,['Uruguay'],left,171,65,False,11.52,7.58,69.96,4.71,63.58,0.62,0.92,0.25,5.59,8.22,1.25,11,0.34,0,0.0,2.15,0.03,1,0.03,0.04,1,0.03,26,0.81,15.38,3.846,0.09,1.28,43.9,1.06,47.06,0.22,28.57,0.22,2.4,61.04,5.93,48.42,0.56,0.84,0.09,17.32,0.62,1.12,30.11,72.02,14.36,63.7,2.03,92.31,21.78,79.08,7.08,55.51,23.41,38.96,0.06,0.47,0.0,0.0,0.06,0.0,0.22,5.74,57.61,1.87,50.0,0.22,42.86,0.34,0.66,8.8,68.44,81.34,10.7,0,,0,,0,0.0,0.0,0.0,,,0.44,,4.71,0.25,0.0,0.0,0.12,0,0.0,2024
A. Samurio,Silvio Andrés Samurio Dematte,-116205,Rampla Juniors,Rampla Juniors,https://cdn5.wyscout.com/photos/team/public/982_120x120.png,Primera División,GK,GK,100,,0,,0,28.0,1996-09-20,200000,2024-12-31,29,2873,0,0.0,2,0.18,0.63,55.0,Uruguay,['Uruguay'],left,185,95,False,1.35,0.06,50.0,0.25,62.5,0.0,0.0,0.0,1.32,1.84,0.0,2,0.06,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,100.0,0.0,0.0,0.03,4.6,0.06,0.06,11.62,71.16,9.93,68.45,0.0,0.0,2.88,94.57,8.65,64.13,50.3,57.23,0.01,0.03,0.0,0.0,0.0,0.0,0.06,5.36,66.08,0.41,38.46,0.34,27.27,0.13,0.0,6.45,84.47,92.0,1.57,38,1.19,121,3.79,5,68.6,41.05,1.29,3.05,0.096,0.0,1.69,0.25,,,,0.0,0,0.0,2024
Á. Vázquez,Álex Bacilio Vázquez Álvez,-169970,Miramar Misiones,Miramar Misiones,https://cdn5.wyscout.com/photos/team/public/985_120x120.png,Primera División,"LCMF, DMF, LCMF3",LCMF,21,DMF,13,LCMF3,12,22.0,2002-03-09,375000,2024-12-31,33,2865,5,4.44,0,0.76,22.96,49.38,Uruguay,['Uruguay'],left,175,68,False,10.18,7.45,62.87,5.53,52.84,0.38,0.49,0.47,5.12,6.72,1.41,8,0.25,0,0.0,1.73,0.16,5,0.16,0.14,2,0.06,37,1.16,45.95,13.514,0.0,1.23,23.08,1.01,25.0,0.22,14.29,0.22,1.54,57.14,6.47,35.44,1.1,0.72,0.09,17.84,1.23,1.16,30.0,74.14,10.4,58.61,5.31,94.08,25.16,80.77,3.74,43.7,19.64,32.61,0.02,0.35,0.03,0.0,0.06,50.0,0.16,4.96,62.03,1.73,29.09,0.38,41.67,0.38,0.38,5.47,62.07,79.87,9.83,0,,0,,0,0.0,0.0,0.0,,,0.09,,5.53,0.13,0.0,0.0,0.16,0,0.0,2024
J. Lavega,Joaquín Lavega Colzada,-140292,River Plate,River Plate,https://cdn5.wyscout.com/photos/team/public/976_120x120.png,Primera División,"CF, LW",CF,38,LW,23,,0,19.0,2005-02-03,1500000,2024-12-31,35,2861,11,8.07,5,1.7000000000000002,14.38,37.42,Uruguay,['Uruguay'],left,174,68,False,3.24,3.4,57.41,2.61,24.1,0.06,0.09,0.0,1.23,1.81,0.85,3,0.09,0,0.0,3.05,0.35,8,0.25,0.25,0,0.0,61,1.92,34.43,18.033,0.16,3.62,22.61,3.05,21.65,0.5700000000000001,27.78,0.35,2.74,57.47,6.35,39.6,1.95,1.13,0.5,13.21,2.8,0.6900000000000001,18.65,61.21,4.66,53.38,3.74,87.39,13.24,74.11,1.98,42.86,21.09,30.0,0.05,0.66,0.0,0.03,0.03,0.0,0.47,1.86,49.15,3.08,39.8,0.19,16.67,0.41,0.91,3.43,73.39,57.8,6.86,0,,0,,0,0.0,0.0,0.0,,,0.0,,2.61,0.03,0.0,0.0,0.09,3,100.0,2024
M. Ferreira,Martín Robinson Ferreira García,193600,Racing,Racing,https://cdn5.wyscout.com/photos/team/public/1320_120x120.png,Primera División,"LB, LCB, LWB",LB,53,LCB,19,LWB,12,32.0,1992-03-07,350000,2024-12-31,33,2846,2,1.15,1,2.91,17.17,52.12,Uruguay,['Uruguay'],left,177,74,False,9.96,6.7,69.34,3.76,59.66,0.47,0.6900000000000001,0.25,4.84,7.04,0.85,4,0.13,0,0.0,1.8,0.06,2,0.06,0.04,0,0.0,14,0.44,35.71,14.286,0.03,2.5,41.77,2.43,41.56,0.03,0.0,0.19,0.95,60.0,4.55,31.25,1.23,0.98,0.09,23.62,1.14,0.28,39.05,76.76,17.52,70.22,4.08,94.57,29.28,84.67,7.43,57.02,22.21,33.94,0.09,0.85,0.0,0.03,0.13,25.0,0.35,7.4,65.81,3.23,45.1,0.98,35.48,0.7000000000000001,0.89,10.53,75.68,79.71,12.93,0,,0,,0,0.0,0.0,0.0,,,0.38,,3.76,0.03,0.0,0.0,0.03,0,0.0,2024
S. Lentinelly,Carlos Sebastián Lentinelly Villavicencio,432677,Liverpool,Liverpool,https://cdn5.wyscout.com/photos/team/public/977_120x120.png,Primera División,GK,GK,100,,0,,0,27.0,1997-08-07,450000,2024-12-31,29,2846,0,0.0,0,0.0,0.79,84.0,Uruguay,"['Uruguay', 'Italy']",right,183,82,False,1.99,0.09,100.0,0.51,87.5,0.0,0.0,0.0,1.9,2.99,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.0,0.0,0.0,9.49,0.41,0.09,19.7,86.52,10.37,77.74,0.0,0.0,14.36,96.92,5.31,58.93,30.05,50.05,0.0,0.0,0.0,0.03,0.0,0.0,0.0,1.6800000000000002,50.94,0.09,0.0,0.13,0.0,0.0,0.0,4.05,65.63,97.07,8.63,39,1.23,136,4.3,4,71.32,41.67,1.32,2.67,0.084,0.0,1.77,0.51,,,,0.0,0,0.0,2024
E. Beltrán,Emanuel Tomás Beltrán Bardas,498555,Boston River,Boston River,https://cdn5.wyscout.com/photos/team/public/1750_120x120.png,Primera División,RB,RB,99,,0,,0,26.0,1998-01-23,500000,2025-12-31,32,2845,2,1.38,0,2.46,15.56,52.24,Uruguay,['Uruguay'],right,181,79,False,9.52,6.36,63.18,3.07,58.76,0.32,0.47,0.25,5.19,7.74,0.63,4,0.13,0,0.0,2.53,0.06,2,0.06,0.04,0,0.0,23,0.73,30.43,8.696,0.0,3.29,36.54,0.0,0.0,3.29,36.54,0.32,1.8,57.89,4.27,41.48,1.04,1.11,0.6000000000000001,21.89,2.37,0.51,34.23,73.75,14.55,69.57,4.27,96.3,25.37,82.92,5.88,52.69,21.23,33.08,0.08,0.7000000000000001,0.0,0.0,0.22,28.57,0.38,5.88,63.98,3.26,41.75,0.44,21.43,0.51,1.23,9.49,75.33,72.62,10.98,0,,0,,0,0.0,0.0,0.0,,,0.35,,3.07,0.0,0.0,0.0,0.03,0,0.0,2024
M. Fracchia,Matías Fracchia,-81777,Danubio,Danubio,https://cdn5.wyscout.com/photos/team/public/983_120x120.png,Primera División,"LB, LCB3, LCB",LB,48,LCB3,25,LCB,24,29.0,1995-09-21,400000,2024-12-31,32,2841,1,1.48,2,0.78,15.9,58.76,Chile,"['Chile', 'Uruguay']",left,188,84,False,10.61,6.34,63.0,5.77,60.99,0.25,0.34,0.38,6.37,8.53,1.14,10,0.32,0,0.0,1.08,0.03,1,0.03,0.05,0,0.0,32,1.01,31.25,3.125,0.06,0.86,29.63,0.86,29.63,0.0,0.0,0.22,0.76,66.67,1.84,51.72,0.38,0.73,0.1,19.32,0.41,0.44,35.16,72.16,17.96,63.32,2.28,80.56,25.44,80.45,9.06,52.1,24.81,40.78,0.02,0.16,0.0,0.0,0.0,0.0,0.06,6.08,56.77,1.11,28.57,0.32,20.0,0.16,0.22,10.01,62.03,83.17,12.61,0,,0,,0,0.0,0.0,0.0,,,0.79,,5.77,0.67,0.51,31.25,0.0,0,0.0,2024
K. Rolón,Kevin Adrián Rolón Benítez,-240579,Wanderers,Wanderers,https://cdn5.wyscout.com/photos/team/public/662_120x120.png,Primera División,"LB, LW",LB,67,LW,19,,0,23.0,2001-03-02,450000,2024-12-31,33,2837,5,5.52,3,2.87,16.97,54.58,Uruguay,['Uruguay'],left,173,68,False,10.47,7.07,65.47,2.51,53.16,0.63,0.84,0.19,5.2,6.91,0.54,5,0.16,0,0.0,2.32,0.16,0,0.0,0.18,0,0.0,24,0.76,41.67,20.833,0.1,2.54,30.0,2.35,27.03,0.16,60.0,0.35,1.74,67.27,5.3,42.51,0.54,0.76,0.25,24.05,1.59,0.54,39.24,72.11,18.84,65.15,3.43,87.04,28.84,80.64,8.03,54.15,21.28,36.29,0.09,1.21,0.0,0.13,0.16,40.0,0.38,8.18,69.38,3.71,44.44,0.86,37.04,1.05,0.76,12.02,67.28,77.58,12.31,0,,0,,0,0.0,0.0,0.0,,,0.38,,2.51,0.41,0.1,0.0,0.89,6,83.333,2024
A. Chopitea,Agustín Ricardo Chopitea Trujillo,-67745,Fénix,Fénix,https://cdn5.wyscout.com/photos/team/public/987_120x120.png,Primera División,"RB, RWB, RB5",RB,33,RWB,29,RB5,21,25.0,1999-02-10,400000,2024-12-31,31,2814,2,2.2,2,3.58,15.35,47.71,Uruguay,['Uruguay'],right,175,71,False,8.48,6.17,55.96,3.23,49.5,0.58,0.84,0.22,4.45,6.49,1.02,5,0.16,0,0.0,2.17,0.06,2,0.06,0.07,0,0.0,31,0.99,25.81,6.452,0.06,2.97,39.78,0.13,25.0,2.75,40.7,0.42,1.31,51.22,3.65,39.47,0.99,1.12,0.32,18.33,1.92,0.54,31.66,70.4,13.5,62.32,3.23,90.1,22.71,78.17,6.2,56.19,22.0,36.8,0.11,1.12,0.0,0.03,0.13,50.0,0.42,6.04,59.26,3.33,46.15,0.74,43.48,0.7000000000000001,1.02,10.11,74.68,73.16,10.01,0,,0,,0,0.0,0.0,0.0,,,0.13,,3.23,0.77,0.19,50.0,1.66,0,0.0,2024
E. García,Emiliano Martín García Tellechea,99752,Wanderers,Wanderers,https://cdn5.wyscout.com/photos/team/public/662_120x120.png,Primera División,RCB,RCB,93,,0,,0,34.0,1989-11-26,200000,2024-12-31,31,2791,0,0.95,0,0.27,12.22,63.59,Uruguay,"['Uruguay', 'Spain']",right,186,84,False,10.9,5.32,74.55,4.45,55.8,0.52,0.6900000000000001,0.61,6.42,8.59,0.64,5,0.16,1,0.03,0.19,0.0,0,0.0,0.03,0,0.0,5,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,100.0,0.94,51.72,0.26,0.32,0.0,18.83,0.23,0.35,34.86,76.5,19.25,69.35,1.48,89.13,22.64,87.04,12.22,56.99,25.81,37.7,0.01,0.19,0.03,0.03,0.0,0.0,0.06,6.68,55.07,0.58,16.67,0.23,28.57,0.16,0.0,11.16,68.79,87.19,11.83,0,,0,,0,0.0,0.0,0.0,,,1.13,,4.45,0.0,0.0,0.0,0.0,0,0.0,2024
D. García,Diego Gonzalo García Cardozo,413468,Liverpool,Liverpool,https://cdn5.wyscout.com/photos/team/public/977_120x120.png,Primera División,"LAMF, AMF, LCMF3",LAMF,17,AMF,16,LCMF3,14,27.0,1996-12-29,1000000,2024-12-31,37,2765,5,6.43,4,4.31,19.43,49.25,Uruguay,['Uruguay'],right,170,67,False,5.53,4.46,60.58,1.27,41.03,0.03,0.05,0.13,2.8,4.39,0.75,4,0.13,0,0.0,4.95,0.16,3,0.1,0.21,0,0.0,75,2.44,32.0,6.667,0.13,2.67,25.61,1.01,22.58,1.63,28.0,0.55,4.92,61.59,11.42,48.15,2.08,2.67,0.65,26.82,1.79,1.69,39.81,75.63,14.45,65.77,6.12,96.28,31.93,82.98,5.31,56.44,20.35,37.49,0.14,1.73,0.03,0.03,0.91,50.0,0.33,7.45,67.69,4.46,44.53,1.17,50.0,1.46,0.78,8.2,81.35,78.28,13.64,0,,0,,0,0.0,0.0,0.0,,,0.33,,1.27,1.33,0.2,16.67,3.12,3,66.667,2024
T. Adoryan,Tomás Alexander Adoryan,-406868,Rampla Juniors,Rampla Juniors,https://cdn5.wyscout.com/photos/team/public/982_120x120.png,Primera División,"RCMF, LCMF",RCMF,46,LCMF,21,,0,23.0,2001-09-22,0,,32,2757,3,3.53,3,6.15,26.05,48.5,Argentina,"['Argentina', 'Armenia']",right,177,70,False,9.17,7.8,61.92,3.88,43.7,0.52,0.72,0.23,3.82,5.28,2.19,10,0.33,0,0.0,2.68,0.1,3,0.1,0.12,2,0.07,49,1.6,22.45,6.122,0.1,1.6,26.53,0.95,27.59,0.65,25.0,0.23,2.81,58.14,10.28,42.86,1.24,1.31,0.26,25.14,0.75,1.76,42.96,75.23,15.34,61.49,5.58,90.06,34.57,81.49,6.82,54.55,20.12,33.74,0.2,1.57,0.07,0.0,0.46,57.14,0.55,8.78,63.94,3.07,39.36,0.75,43.48,0.98,0.39,7.54,75.76,83.0,16.52,0,,0,,0,0.0,0.0,0.0,,,0.2,,3.88,0.95,0.16,20.0,1.53,1,0.0,2024
L. Centurión,Lautaro Fermín Centurión,-423029,Rampla Juniors,Rampla Juniors,https://cdn5.wyscout.com/photos/team/public/982_120x120.png,Primera División,RCB,RCB,79,,0,,0,24.0,2000-03-31,0,,28,2711,2,1.78,0,0.07,11.42,63.08,Argentina,['Argentina'],unknown,0,0,False,8.5,4.42,80.45,3.42,48.54,0.8,1.09,0.46,4.15,5.68,0.6000000000000001,8,0.27,0,0.0,0.27,0.07,2,0.07,0.06,1,0.03,8,0.27,50.0,25.0,0.0,0.07,0.0,0.03,0.0,0.03,0.0,0.0,0.23,57.14,1.13,52.94,0.46,0.4,0.07,11.82,0.2,0.27,22.67,78.04,12.22,67.66,0.66,90.0,17.46,84.98,5.15,55.48,21.85,35.49,0.0,0.17,0.0,0.0,0.0,0.0,0.0,3.09,64.52,0.6000000000000001,33.33,0.23,28.57,0.37,0.0,6.17,61.83,91.38,7.7,0,,0,,0,0.0,0.0,0.0,,,0.46,,3.42,0.0,0.0,0.0,0.0,0,0.0,2024
M. Lombardi,Maximiliano Lombardi Rodríguez,67831,Miramar Misiones,Miramar Misiones,https://cdn5.wyscout.com/photos/team/public/985_120x120.png,Primera División,"RCMF, RCMF3, CF",RCMF,24,RCMF3,21,CF,15,37.0,1987-05-11,25000,2024-12-31,34,2692,1,3.8,6,4.22,19.22,45.22,Uruguay,['Uruguay'],right,175,72,False,6.35,5.08,61.18,1.74,26.92,0.5700000000000001,0.75,0.17,2.67,3.52,0.64,2,0.07,0,0.0,2.84,0.03,1,0.03,0.13,0,0.0,32,1.07,25.0,3.125,0.2,1.3,46.15,0.23,57.14,1.04,41.94,0.13,2.98,58.43,10.16,39.8,0.97,1.14,0.07,24.31,1.84,1.3,38.38,79.88,12.84,69.79,6.72,92.04,31.59,85.29,5.55,56.63,20.19,35.34,0.14,1.67,0.03,0.0,0.53,43.75,0.5700000000000001,8.49,66.93,3.64,57.8,1.44,60.47,1.6,0.5700000000000001,7.92,81.01,82.81,13.81,0,,0,,0,0.0,0.0,0.0,,,0.27,,1.74,1.0,0.0,0.0,2.51,0,0.0,2024
A. Amado,Rodrigo Agustín Amado Hernández,-262754,Boston River,Boston River,https://cdn5.wyscout.com/photos/team/public/1750_120x120.png,Primera División,"RCMF, LCMF, AMF",RCMF,25,LCMF,24,AMF,17,23.0,2001-02-06,400000,2024-12-31,36,2685,2,1.63,0,2.21,19.37,44.81,Uruguay,['Uruguay'],right,173,68,False,6.67,6.77,57.92,0.7000000000000001,19.05,0.17,0.25,0.07,2.58,3.89,0.7000000000000001,4,0.13,0,0.0,2.28,0.07,2,0.07,0.05,0,0.0,32,1.07,28.13,6.25,0.0,0.64,31.58,0.27,25.0,0.34,40.0,0.13,3.08,48.91,9.25,37.68,0.5700000000000001,2.48,0.5,23.87,0.67,1.27,35.36,81.42,12.0,67.04,5.5600000000000005,91.57,30.91,85.47,3.82,57.02,20.22,33.79,0.07,0.74,0.03,0.07,0.67,40.0,0.2,6.8,68.97,2.21,50.0,1.11,24.24,0.67,0.2,5.5600000000000005,76.51,90.63,13.24,0,,0,,0,0.0,0.0,0.0,,,0.47,,0.7000000000000001,0.7000000000000001,0.07,50.0,1.04,0,0.0,2024
